,tweetids,topics,alltopics,categories,ThirdPartyObservation,SignificantEventChange,Factoid,FirstPartyObservation,ContinuingNews,EmergingThreats,Official,Hashtags,KnownAlready,ServiceAvailable,Irrelevant,MultimediaShare,Discussion,Sentiment,Unknown,Advice,SearchAndRescue,cleanedtweets
388,665384831539392513,parisAttacks2015,parisAttacks2015,"['ThirdPartyObservation', 'MultimediaShare', 'Factoid']",1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Terrorism Expert: Paris Attacks Mark ‘Massive Intelligence Failure’ Indie Brew #News via
389,665292604246917122,parisAttacks2015,parisAttacks2015,"['ThirdPartyObservation', 'SignificantEventChange', 'Factoid']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Police: At least 26 dead in violence around Paris
390,665522540991930368,parisAttacks2015,parisAttacks2015,"['Hashtags', 'Sentiment']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"is Muslim,but this doesn't mean he is a terrorist. Please stop this! What happened in France is a real tragedy #PrayForParis"
391,665600523169636352,parisAttacks2015,parisAttacks2015,"['MultimediaShare', 'Sentiment']",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,: Ted Cruz on Paris Attacks: “I Recognize Barack Obama Does Not Wish to Defend This Country” (Video)
392,665473444696481793,parisAttacks2015,parisAttacks2015,"['Hashtags', 'Sentiment']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,": Couldn't agree more RT : If your religion is worth killing for, PLEASE start with yourself. #PrayForParis"
393,665600915357827072,parisAttacks2015,parisAttacks2015,['Sentiment'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Paris Attacks -- The Symbol Of Paris Is Peace: The iconic Eiffel Tower peace symbol used by big name celebs li...
394,665436962099171328,parisAttacks2015,parisAttacks2015,"['ThirdPartyObservation', 'MultimediaShare', 'ContinuingNews', 'Discussion']",1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,GOP candidates call for U.S. to step up War on Terror in wake of #Paris attack:
395,665562611933511680,parisAttacks2015,parisAttacks2015,"['FirstPartyObservation', 'ContinuingNews']",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,[BBC News] VIDEO: Paris attack survivor: 'It was a bloodbath'
396,665407801062252545,parisAttacks2015,parisAttacks2015,['ThirdPartyObservation'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,See the Front Pages of French Newspapers After the Paris Attacks via
397,665576962581098496,parisAttacks2015,parisAttacks2015,['Sentiment'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Im very sadness to heard of paris attack my condolences to family of victims who lost their life during attack
398,665131812188876800,parisAttacks2015,parisAttacks2015,['Factoid'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#Soccer #Soccer German team hotel in Paris evacuated for bomb threat #SportsRoadhouse
399,665304446788722689,parisAttacks2015,parisAttacks2015,['Irrelevant'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"#PrayForLebanon #PrayForParis I am so shocked, none of them deserve it"
400,665550029755576320,parisAttacks2015,parisAttacks2015,['Sentiment'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Justin Bieber Paris Attacks: Singer Promises To Continue Live Stream To “Bring Light And Hope” #Bieber
401,665625047890006016,parisAttacks2015,parisAttacks2015,"['ThirdPartyObservation', 'ContinuingNews']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,: Paris attacker was blocked from entering soccer stadium: report
402,665292965846384640,parisAttacks2015,parisAttacks2015,"['ThirdPartyObservation', 'SignificantEventChange', 'ContinuingNews']",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Paris Attacks: Shootout And Explosion Reported In The French Capital, 'Several Dead'"
403,665382652128595968,parisAttacks2015,parisAttacks2015,"['MultimediaShare', 'Hashtags', 'Sentiment']",0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,Terrible news waking up to...praying for everyone effected #PrayforParis
404,665359527793917952,parisAttacks2015,parisAttacks2015,"['Hashtags', 'Sentiment']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Not so good to wake up this morning w/ these kind of news.What's happening to our world today? My sympathy to all the victims #PrayForParis
405,665590197007097856,parisAttacks2015,parisAttacks2015,['Irrelevant'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,#MUSIC_NEWS: Eagles of Death Metal Play 'Save a Prayer' w/ Duran Duran Days Before Paris Attack #tdb #paris_eagles
406,665290081503195136,parisAttacks2015,parisAttacks2015,"['FirstPartyObservation', 'SignificantEventChange', 'MultimediaShare', 'Hashtags']",0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,: French police tell at least 26 dead after Paris attacks -- Watch WISH-TV for updates.
407,665307046896640001,parisAttacks2015,parisAttacks2015,['Irrelevant'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Some horrible cunts about these days #PrayForParis
408,665281019231248384,parisAttacks2015,parisAttacks2015,"['ThirdPartyObservation', 'MultimediaShare', 'Hashtags', 'ContinuingNews']",1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,BBC News - Paris shootings in city centre and explosion at Stade de France
409,665473464338378752,parisAttacks2015,parisAttacks2015,"['Hashtags', 'Sentiment']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"My heart is with everyone in Paris. There's humans, but i see no sing of humanity. #PrayForParis"
410,665333420784906240,parisAttacks2015,parisAttacks2015,['Discussion'],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,NPR: Bruce Hoffman: Paris Attacks 'Very Similar' To 2008 Attacks On Mumbai
411,665512971209064449,parisAttacks2015,parisAttacks2015,['Irrelevant'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,#GlasgowWarriors rugby team caught up in Paris attacks: Fans told not to travel
412,665611075178467328,parisAttacks2015,parisAttacks2015,"['ThirdPartyObservation', 'ContinuingNews', 'Discussion']",1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,": During Paris Attacks, MSNBC's Brian Williams Asks About Impact On Climate Conference | Truth Revolt"
413,665426307531055104,parisAttacks2015,parisAttacks2015,"['Hashtags', 'Sentiment']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Azsnksm: What a feeling to be a king beside you somehow I wish I could be there now... #WhatAFeeling #MadeInTheAM #1DJP #PrayForParis
414,665552233950392320,parisAttacks2015,parisAttacks2015,['Irrelevant'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"#News #Retweet Paris attacks were 'act of war by IS': The Paris shootings that killed at least 128 people were an ""act of... #Followback"
415,665451335567962112,parisAttacks2015,parisAttacks2015,['Sentiment'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Paris Attacks a 'Violation of All Religions': Saudi Foreign Minister: The ""heinous"" Paris attacks are a violat..."
416,665293617800552448,parisAttacks2015,parisAttacks2015,"['ThirdPartyObservation', 'MultimediaShare', 'Factoid', 'ContinuingNews']",1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,": DEVELOPING: At least 2 shootings and 3 explosions in Paris have left several dead, police source says."
417,665356268576501760,parisAttacks2015,parisAttacks2015,"['ServiceAvailable', 'Hashtags']",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"Please help support #PrayForParis, add a #Twibbon now!"
418,665296824622804993,parisAttacks2015,parisAttacks2015,['Irrelevant'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Wow. Tragic and Dangerous situation in Paris, France. Praying for those hurt, killed, and being held hostage."
419,665376957736046592,parisAttacks2015,parisAttacks2015,['Discussion'],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,: LOL: Ann Coulter on Paris Attack: 'Donald Trump Was Elected President Tonight' via
420,665621668102959105,parisAttacks2015,parisAttacks2015,['Sentiment'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Obama heads to G-20 with new urgency following Paris attacks: WASHINGTON (AP) — The global anxiety sparked by ...
421,665670859269365764,parisAttacks2015,parisAttacks2015,['Irrelevant'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Eagles of Death Metal Merch Manager Nick Alexander Killed in Paris Attack: Nick Alexander, who ..."
422,665545707281973248,parisAttacks2015,parisAttacks2015,['Sentiment'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Drugs/Pharma $ Paris Attacks: Rupert Murdoch Tweets ""Western Civilization,"" Not ""All Hu..."
423,665311355826782210,parisAttacks2015,parisAttacks2015,['Irrelevant'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,: My prayers go out to everyone in Paris. #PrayForParis
424,665318963014844417,parisAttacks2015,parisAttacks2015,"['ThirdPartyObservation', 'Factoid', 'ContinuingNews']",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,": reports 1 arrested told authorities ""I am from ISIS"" #ParisAttacks 12 rescued from #Bataclan concert hall #Eag…"
425,665648142293929984,parisAttacks2015,parisAttacks2015,['Discussion'],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Model causes fury by posting raunchy 'gun salute' pics during Paris attacks: Model Imogen Anthony sparked fury...
426,665346165936775168,parisAttacks2015,parisAttacks2015,"['Hashtags', 'Sentiment']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"KNs, Let us all pray for the countries suffering right now. #PrayForJapan #PrayForParis #PrayForMexico #PrayForLebanon #PrayForBeirut"
427,665377223226953731,parisAttacks2015,parisAttacks2015,"['Hashtags', 'Sentiment']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Hope Paris comes out stronger #PrayForParis
428,665399152990359552,parisAttacks2015,parisAttacks2015,['Sentiment'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Any American Shooting: Don't politicize this by talking about gun control. Paris Shooting/Bombing: This is the liberals' fault. #GOPlogic
429,665628751074566144,parisAttacks2015,parisAttacks2015,"['Hashtags', 'Sentiment']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"May we come together, not go apart: #Muslims across the world condemn #Paris attacks on via"
430,665509621252161538,parisAttacks2015,parisAttacks2015,['Irrelevant'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Paris Attacks: Two Arthouse Cinemas Won't Open Saturday, Festival Cancels Vanessa Redgrave Masterclass"
431,665655051910647809,parisAttacks2015,parisAttacks2015,['Sentiment'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,People around the world come together to mourn the victims of the deadly Paris attacks which claimed
432,665289201131364353,parisAttacks2015,parisAttacks2015,"['ThirdPartyObservation', 'SignificantEventChange', 'ContinuingNews']",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,: #Paris attacks - what we know so far:
433,665331606148648961,parisAttacks2015,parisAttacks2015,"['Hashtags', 'Sentiment']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,#prayofparis #Repost with repostapp ・・・ #prayforparis
434,665643492878753794,parisAttacks2015,parisAttacks2015,['Sentiment'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Why did Obama say ISIS was 'contained'? - Obama: Paris attacks 'outrageous' | 2016 hopefuls react | Officials: ...
435,665480940039352320,parisAttacks2015,parisAttacks2015,['ThirdPartyObservation'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,News Update: Paris attacks: 'ISIS' supporters laud carnage on social media
436,665625448299147264,parisAttacks2015,parisAttacks2015,"['Hashtags', 'Sentiment']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,My heart and prayer are with the people from paris #PrayForParis
437,665315337735241728,parisAttacks2015,parisAttacks2015,"['ThirdPartyObservation', 'SignificantEventChange', 'Factoid', 'ContinuingNews']",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,French police confirm security forces have launched an assault on the Paris concert hall where hostages are held.
438,665313134668681216,parisAttacks2015,parisAttacks2015,['Irrelevant'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,my thoughts &amp; prayers are with you tonight paris #PrayForParis
439,665404996645691392,parisAttacks2015,parisAttacks2015,['ServiceAvailable'],0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,: How To Help The Paris Attack Victims No Matter Where You Are via
440,665382279427018753,parisAttacks2015,parisAttacks2015,"['Hashtags', 'Sentiment']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"Honestly though, is #PrayForParis gonna last for more than 2 days?"
441,665300095756165120,parisAttacks2015,parisAttacks2015,"['ThirdPartyObservation', 'SignificantEventChange', 'Factoid']",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Shocking Paris attacks leaves 60 dead, others held hostage"
442,665447490334932992,parisAttacks2015,parisAttacks2015,"['MultimediaShare', 'Sentiment']",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Bombs Going Off In Paris During The France Vs. Germany Soccer Match Is Insane
443,665322056523735040,parisAttacks2015,parisAttacks2015,['Irrelevant'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Paris attacks: Thousands sing national anthem during stadium evacuation via mashable
444,665621672548941824,parisAttacks2015,parisAttacks2015,['Irrelevant'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,: Having studied abroad in Paris at 19 this hurts : American College Student Victim in Paris Massacre
445,665428108883939332,parisAttacks2015,parisAttacks2015,"['ThirdPartyObservation', 'Hashtags']",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Armed man allegedly takes at least two hostages at the post office in #Paris: #CharlieHebdo #ParisAttacks
446,665396271331606528,parisAttacks2015,parisAttacks2015,"['Hashtags', 'Sentiment']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"PNoy: We stand with France now, in the firm belief that the light must never dim in Paris. | via kaeceealvarez #PrayForParis …"
447,665663192756936705,parisAttacks2015,parisAttacks2015,['ThirdPartyObservation'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/2 A Greek official said that terrorist involved in Paris attack crossed into the European Union through the Greek island of Leros in Oct
448,665361328811327488,parisAttacks2015,parisAttacks2015,"['Hashtags', 'Sentiment']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,#PrayForParis se convierte en trending topic mundial -
449,665547894074675200,parisAttacks2015,parisAttacks2015,['Sentiment'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"No doubt 's first response when hearing of the Paris attacks: ""SHIT! No golf tomorrow... maybe Sunday?"""
450,665332413543809025,parisAttacks2015,parisAttacks2015,['Irrelevant'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Wow, Wikileaks is weighing into these #Paris Attacks in a big way. #auspol"
451,665322662433054720,parisAttacks2015,parisAttacks2015,"['ThirdPartyObservation', 'Factoid', 'KnownAlready']",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,: #BREAKING Around 100 dead in attack on Paris concert venue: police
452,665344604850360320,parisAttacks2015,parisAttacks2015,['Sentiment'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,I´m shocked! I´m praying for Paris and the victims of these horrific events.
453,665337832756629505,parisAttacks2015,parisAttacks2015,"['Hashtags', 'Sentiment']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,: Speechless man ..... #PrayforParis
454,665636829417242624,parisAttacks2015,parisAttacks2015,['Sentiment'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,: US Muslim leaders condemn Paris attacks
455,665402567736827905,parisAttacks2015,parisAttacks2015,"['ThirdPartyObservation', 'MultimediaShare', 'ServiceAvailable']",1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,120 killed in isis attacks on Paris. Bataclan Muslims #porteouverte France Germany
456,665585373901402113,parisAttacks2015,parisAttacks2015,['Irrelevant'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,via : Brian Williams Asks About How Paris Attacks Will Affect Climate Summit Messaging #tcot
457,665519876660826113,parisAttacks2015,parisAttacks2015,['Sentiment'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Google Hangouts International Calls To France Now Free After Paris Attacks (Tech Times)
458,665630474530746368,parisAttacks2015,parisAttacks2015,['Irrelevant'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,#FlakoBoow: FBI Offices Told to Boost Surveillance in Wake of Paris Attacks: Surveillance of terrorism suspect...
459,665511255877152768,parisAttacks2015,parisAttacks2015,"['MultimediaShare', 'Hashtags', 'Sentiment']",0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,": We are one, because one is all!!! #PrayForParis"
460,665655048039477248,parisAttacks2015,parisAttacks2015,"['MultimediaShare', 'Hashtags', 'Sentiment']",0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,“: In our thoughts. #PrayforParis ”
461,665391335789096960,parisAttacks2015,parisAttacks2015,['ThirdPartyObservation'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Heard the muslim terrorists are now calling Paris attacks the ""Paris Caliphate"""
462,665603792377876481,parisAttacks2015,parisAttacks2015,"['MultimediaShare', 'Hashtags', 'Sentiment']",0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,: Pray for those who are punching holes in the darkness today #prayforparis
463,665366737659916288,parisAttacks2015,parisAttacks2015,"['MultimediaShare', 'Hashtags', 'Sentiment']",0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,#PrayForParis We are truly sorry for all the losses that have already happened and hope everybody else stays safe.
464,665561026331447296,parisAttacks2015,parisAttacks2015,"['ThirdPartyObservation', 'KnownAlready']",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"ISIS Claims Responsibility For Paris Attacks, Deemed An Act Of War: The jihadist group ISIS has claimed respon..."
465,665309788620787712,parisAttacks2015,parisAttacks2015,['Irrelevant'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,#PrayForParis I hate poeple sometimes. Even more the ones that harm others without any reason - if even there was any that let them do this.
466,665343821970960388,parisAttacks2015,parisAttacks2015,"['Hashtags', 'Sentiment']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,It's all about against mankind #PrayForParis pls stay safe I'm a bout to burst into tears reading all the headlines
467,665353207313494020,parisAttacks2015,parisAttacks2015,"['Hashtags', 'Sentiment']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,: Everyone should take a moment tonight to #PrayForParis - Absolutely devastating ...
468,665564173724614656,parisAttacks2015,parisAttacks2015,['Irrelevant'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Ok America. I'm woke on the Paris Attacks. Hope the students at Missouri are safe and sound now
469,665358450969456640,parisAttacks2015,parisAttacks2015,['Sentiment'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Tonight's prayers go to Paris -Paris Attacks Kill More Than 100, Police Say; Border Controls Tightened, via"
470,665580487793057792,parisAttacks2015,parisAttacks2015,['Sentiment'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,The senselessness of blaming refugees for the horrific Paris attacks
471,665327092767199232,parisAttacks2015,parisAttacks2015,"['ThirdPartyObservation', 'ContinuingNews']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,#BreakingNews Paris Attack: 100 dead at Bataclan theatre where gunman stormed a concert by American band Eagles...
472,665320011838320646,parisAttacks2015,parisAttacks2015,['Irrelevant'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Let's get this trending #PrayForParis
473,665320706947747840,parisAttacks2015,parisAttacks2015,"['ThirdPartyObservation', 'MultimediaShare', 'KnownAlready']",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,": Map of deadly Paris attacks, with 4th location now identified"
474,665670877158092805,parisAttacks2015,parisAttacks2015,['Sentiment'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Trump: Paris Would've Been 'Different Situation' If Victims Had Guns: Leading Republican presidential c... #music
475,665648747980918784,parisAttacks2015,parisAttacks2015,"['ThirdPartyObservation', 'ContinuingNews']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Paris attacks: 'Don't move or we'll kill you'
476,665657034063282176,parisAttacks2015,parisAttacks2015,"['ThirdPartyObservation', 'Discussion']",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,": Paris Attacks Not A Fight Between Islam and the West, Says NATO Chief"
477,665529056117567488,parisAttacks2015,parisAttacks2015,['Irrelevant'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,: Eiffel Tower 'closed indefinitely' after Paris attacks
478,665537134602883072,parisAttacks2015,parisAttacks2015,['Sentiment'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,: Reaction to Paris Attacks: TheBlaze’s Buck Sexton Expects Increased Military Action in Syria from Fran...
479,665299289212592128,parisAttacks2015,parisAttacks2015,['Discussion'],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Can't get over the #senseless attacks in #Paris 2nite. Heart goes out to the hostages, victims, families &amp; city of Paris #ParisAttacks"
480,665503777370193920,parisAttacks2015,parisAttacks2015,['Sentiment'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,George Takei calls for compassion after Paris attacks: ‘We must resist the urge to dehumanize’
481,665604924416196609,parisAttacks2015,parisAttacks2015,['Irrelevant'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Google makes Hangouts calls to France free following the Paris attacks: Google has announced that calls made t...
482,665313687184379905,parisAttacks2015,parisAttacks2015,"['ThirdPartyObservation', 'SignificantEventChange', 'Factoid', 'Hashtags']",1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,: Police have confirmed to have stormed the Bataclan where the hostages are being held. May God save them all #ParisAttacks
483,665410860668616705,parisAttacks2015,parisAttacks2015,"['ThirdPartyObservation', 'ContinuingNews', 'KnownAlready']",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,CBS News: Complete coverage of Paris attacks: CBS News: Complete coverage of Paris attacks
484,665438787183489024,parisAttacks2015,parisAttacks2015,"['Hashtags', 'Sentiment']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Stay safe everyone. I honestly don't know what goes through people's head to do this kind of stuff in the world #PrayForParis
485,665301423110930432,parisAttacks2015,parisAttacks2015,['Irrelevant'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,: : See the scum of the earth celebrate Paris attacks live on this hastag #باريس_تشتعل
486,665636869145800709,parisAttacks2015,parisAttacks2015,"['MultimediaShare', 'Hashtags', 'Sentiment']",0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,": Although we come from different places and speak different languages, our hearts beat as one."" #PrayForParis"
487,665515442887331840,parisAttacks2015,parisAttacks2015,"['Hashtags', 'Sentiment']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,: Man plays John Lennon's #Imagine on a mobile piano outside the #Bataclan #Theatre. #ParisAttacks #Paris
488,665583030136778752,parisAttacks2015,parisAttacks2015,['Irrelevant'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Geraldo Rivera's Daughter Among Paris Attacks Survivors, Dad Gets Emotional Reporting About Her and Talking to..."
489,665595108125872128,parisAttacks2015,parisAttacks2015,['Sentiment'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Notice #ParisAttacks coverage. No dead body/blood. No opposition party briefing. No media put words in mouth of victims. God save India
490,665615024166170624,parisAttacks2015,parisAttacks2015,['Sentiment'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Not That Bigots Will Care, But Muslims Around the World Are Condemning the Paris Attacks"
491,665476988543569920,parisAttacks2015,parisAttacks2015,"['Hashtags', 'Sentiment']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,I don't know what to say anymore. I'm simply heartbroken. #PrayForParis #PrayForJapan
492,665315951072514049,parisAttacks2015,parisAttacks2015,['Irrelevant'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Stay Strong. All my prayers to the people of France. #PrayForParis
493,665534246497337344,parisAttacks2015,parisAttacks2015,"['ThirdPartyObservation', 'ContinuingNews']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"In Aftermath Of Paris Attacks, France Ramps Up Border Restrictions: NPR's Soraya Sarhaddi NElson talks to Scott Simon about travel se..."
494,665374296160604160,parisAttacks2015,parisAttacks2015,['Discussion'],0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Paris attacks could collapse EU, unleash global economic panic via"
495,665531394429313025,parisAttacks2015,parisAttacks2015,['Irrelevant'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Paris Attacks: Release of French Film About Terror Cell Called Off: The movie from director Nicholas Boukhrief was…
496,665309589160636417,parisAttacks2015,parisAttacks2015,['Irrelevant'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,: I feel sick. I just have no words. #PrayforParis
497,665534243309752320,parisAttacks2015,parisAttacks2015,['Irrelevant'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,: LIVE on #Periscope: Crowds gathering at the Spire in Dublin. #JeSuisParis
498,665600836039348224,parisAttacks2015,parisAttacks2015,['Irrelevant'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Denmark Keeps Terror Threat Level Unchanged After Paris Attacks: The terror threat in Denmark is still signifi...
499,665533712315113472,parisAttacks2015,parisAttacks2015,['Sentiment'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,via : Mark Levin Reacts To Paris Attacks “Thank God For The Second Amendment” It WILL Happ... #tcot
500,665291047728205826,parisAttacks2015,parisAttacks2015,"['ThirdPartyObservation', 'SignificantEventChange', 'Factoid', 'Hashtags', 'ContinuingNews']",1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,: Death toll keeps rising. AP now reports two 'police officials' say at least 26 dead in shootings and explosions in Par…
501,665605866545160192,parisAttacks2015,parisAttacks2015,['Sentiment'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,How Muslims around the world condemned the Paris attacks: ‘Terrorism has NO religion’
502,665431095576522752,parisAttacks2015,parisAttacks2015,['Sentiment'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Paris attacks were done by zionists in the attempt to pin the blame on muslims. Meanwhile zionists kill palestinians &amp; the media is silent.
503,665548937437306880,parisAttacks2015,parisAttacks2015,"['Hashtags', 'Sentiment']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,: we gotta start coming together or nothing's ever going to change #PrayforParis #PrayForPeace
504,665374577770369024,parisAttacks2015,parisAttacks2015,"['Hashtags', 'Sentiment']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,my heart hurts for the innocent people whose lives were taken today in Paris sending love to families&amp; friends of the victims #peaceinparis
505,665526692098777088,parisAttacks2015,parisAttacks2015,['Irrelevant'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,: Assad gloats over #Paris tragedy: (In 2011 the regime threatened us with suicide bombers):
506,665597360853118977,parisAttacks2015,parisAttacks2015,"['ThirdPartyObservation', 'KnownAlready']",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,BBC News - Paris attacks: Hollande blames Islamic State for 'act of war' - literally feel sick to my stomach.
