,tweetids,topics,alltopics,categories,FirstPartyObservation,Official,ContinuingNews,ThirdPartyObservation,SignificantEventChange,Factoid,Advice,Irrelevant,KnownAlready,EmergingThreats,MultimediaShare,ServiceAvailable,PastNews,Sentiment,Donations,Volunteer,Discussion,Weather,InformationWanted,MovePeople,cleanedtweets
102,390738625962713088,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'EmergingThreats', 'Factoid', 'Official', 'Advice']",0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Linksview Rd #Springwood: Emergency Alert message sent to Winmalee &amp; Hawkesbury Heights area. Shelter as fire approaches. #NSWRSF #nswfires
103,390738655314464769,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Factoid', 'Advice']",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"If you're yet to head home, and get asthma, grab a puffer. #nswfires #bushfires"
104,390740555346345984,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Sentiment']",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,thoughts and hugs to who lost her family home as well. #nswbushfires
105,390741515837767680,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Factoid', 'Advice']",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,: Reminder: do not call Triple Zero just to report smoke. Save it for people who need it in an emergency. #NSWRFS #nswfires
106,390742371492986880,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Factoid', 'ContinuingNews']",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NSW Rural Fire Service spokesperson Joel Kursaw just told the fire season may be longer now. #nswfires #auspol #climate
107,390742832878997504,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Factoid', 'ContinuingNews']",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,": Here's what's falling, according to reports, from Springwood all the way to Coogee! (Via b1290, Instagram) #nswfires http:/…"
108,390744942609326080,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Factoid', 'ContinuingNews']",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,": . Commissioner says 95 fires are burning across NSW, 30 of which are uncontained."
109,390745546593288192,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Factoid', 'ContinuingNews']",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,: Follow - they are live tweeting all information they have immediately. #bushfires #sydneyfires Blue M…
110,390745957597339648,australiaBushfire2013,australiaBushfire2013,['Irrelevant'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Stay safe NSW. Such a country of contrasts. Freezing here in Vic, bushfires in NSW. CC deniers will say it's normal I bet. #nswfires"
111,390745986982625280,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'MultimediaShare', 'Factoid', 'ContinuingNews']",0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,: A blood red sky over Tom Uglys Bridge in south Sydney. Photo: Chris Lane. #nswfires
112,390746523858141185,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Factoid', 'Sentiment']",0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,: Some terrific journalism tonight from the Sydney fires. Thoughts with all defending and reporting #bushfires
113,390748067345219584,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'MultimediaShare', 'Factoid', 'ContinuingNews']",0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,“: A blood red sky over Tom Uglys Bridge in south Sydney. Photo: Chris Lane. #nswfires ” - RT - Amazing!
114,390748679700615168,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Factoid', 'ContinuingNews', 'Sentiment']",0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,: #FIRE PHOTO: most days #FRNSW fire stations shut in NSW under O'Farrell fire budget cuts. #NSWPOL #cutscostlives http:…
115,390749279490670592,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Factoid', 'Sentiment']",0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,: Hats off to the fire fighters who are fighting almost 100 fires right across NSW #NSWfires
116,390749577290063873,australiaBushfire2013,australiaBushfire2013,"['FirstPartyObservation', 'Factoid', 'Official']",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,": Hall Road Fire: An evacuation centre has been set up in Picton at the Brethren Church, Wonga Rd Picton. #nswfires #NSWRFS"
117,390749636035477504,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Sentiment']",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"If you knew all that I knew, my poor Sydney...Have come home to raging fires. Prayers please. :("
118,390751821255675904,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Factoid', 'ContinuingNews']",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,: NSW RFS Deputy Commissioner Rob Rogers: 'It's probably the most serious fire risk we've faced since the early 2000s.' #nswfires #b…
119,390757563266240512,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Factoid', 'ContinuingNews', 'Advice']",0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,: People need to understand that the danger is not over for people on any of the active firegrounds. Many hours to go. #nswfires
120,390759031242903552,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'ContinuingNews', 'Advice']",0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,'Miracle' if NSW fires don't kill: premier via
121,390760499249303552,australiaBushfire2013,australiaBushfire2013,['Irrelevant'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,: “: Adam Bandt is a disgrace. I can't think for a more inappropriate tweet. #nswfires #sydfires #pmlive
122,390760885134049280,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'ContinuingNews', 'Advice']",0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,": If you're yet to head home, and get asthma, grab a puffer. #nswfires #bushfires"
123,390761233269665792,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Sentiment']",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Bush fires in the middle of October in Sydney is probably a great sign for the future of humans on this planet, right guys?"
124,390762625778606080,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'MultimediaShare', 'Factoid', 'ContinuingNews']",0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,: Stunning images from Sydney and surrounding areas of the #nswfires emergency
125,390763154252124160,australiaBushfire2013,australiaBushfire2013,"['FirstPartyObservation', 'SignificantEventChange', 'Factoid', 'Official', 'ContinuingNews']",1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fire crews are having trouble pumping water at Nords Wharf. #nswfires
126,390764278351147009,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'ContinuingNews']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sun through the smoke. #nofilter #sydneyfires
127,390766018974744576,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'ContinuingNews', 'Sentiment']",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Thoughts to our stunning wildlife caught amongst the bushfires- so many native animals will sadly perish #nswfires #Sydney
128,390766262227189760,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'ContinuingNews', 'Sentiment']",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Hearing sad news the ""little prawn"" on the A43 at Crangan Bay (west of Catherine Hill Bay) has gone up in flames. #nswfires"
129,390766375507329024,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'ContinuingNews']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,: It will be a miracle if no lives are lost to NSW bushfires: Premier. [with videos] #NSWfires
130,390766702641688576,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'ContinuingNews', 'Sentiment']",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Saying that, though, my thoughts go out to those who are affected by this horrible natural disaster. #nswbushfires"
131,390767730254573568,australiaBushfire2013,australiaBushfire2013,"['FirstPartyObservation', 'EmergingThreats', 'Factoid', 'Official', 'Advice']",1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,: URGENT MESSAGE RESIDENTS NORTH OF #SWANSEA #NSW YOU ARE IMMINENT DANGER #EVACATE NOW GO TO #SWANSEA NORTH ONLY #FIRE UNDERGROU…
132,390768762032762880,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'MultimediaShare', 'Factoid', 'ContinuingNews']",0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,: Chain Valley Bay fire hits residential areas. #SydneyFires #nswfires via Paige Thomas
133,390768933998825472,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'ContinuingNews']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,“: WATCH: NSW fire photos trending on social media. #nswfires #sydney #nsw #bushfires”
134,390769487651536896,australiaBushfire2013,australiaBushfire2013,"['FirstPartyObservation', 'Official', 'ContinuingNews', 'Advice']",1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,: Please do not call Triple Zero just to report smoke. Save it for people who need it in an emergency. #NSWRFS #nswfires
135,390771693859643392,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Factoid', 'ContinuingNews', 'Sentiment']",0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Listening to Sydney news.Hats off to all volunteer firefighters, particularly to those who then, while out, lost their own home to the fire."
136,390772897616117760,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Sentiment']",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,": Heartfelt thanks, as always, to the incredibly brave firefighters battling these sudden shocking bush fires in NSW. Stay safe.…"
137,390774034268315649,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'MultimediaShare', 'Factoid', 'ContinuingNews']",0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,From #Cranebrook looking at #Winmalee #bluemountainsfires #nswfires
138,390781705679691776,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'ServiceAvailable', 'Factoid', 'Official', 'ContinuingNews']",0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,: Raymond Terrace / Newcastle Airport hotspots seen from space courtesy of #nswFires See ht…
139,390783760888655872,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Sentiment']",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,": Praying for everyone in Western Sydney that is being affected by the bush fires, please stay safe x"
140,390786839516155904,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'EmergingThreats', 'Factoid', 'ContinuingNews']",0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Fire warning issued for NSW south coast
141,390793357435236352,australiaBushfire2013,australiaBushfire2013,"['FirstPartyObservation', 'Factoid', 'Official', 'ContinuingNews']",1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,: Great news #nswfires #nswfire Reports #victoria and #queensland is sending convoys of tankers into #new_south_wales
142,390795353919725568,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Factoid', 'ContinuingNews']",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,“: Back burning near #springwood. #nswbushfires ”
143,390795806921330689,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Sentiment']",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,": There are a total of 95 fires burning across New South Wales, I can't even fathom that #nswfires"
144,390797212013572096,australiaBushfire2013,australiaBushfire2013,"['FirstPartyObservation', 'EmergingThreats', 'Factoid', 'Official', 'ContinuingNews']",1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,: Hall Road Fire: (Wingecarribee/Wollondilly): Fire is burning to the north of Picton Road. #NSWRFS #nswfires
145,390797723697680384,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Sentiment']",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,: Just up to speed on today's horrific fires. Thoughts with all involved. Heartbreaking. Just heartbreaking. #nswfires
146,390799309157175296,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Sentiment']",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Are any of the group near the fires Simmy? Is it just in one State..NSW?
147,390803151151845376,australiaBushfire2013,australiaBushfire2013,"['FirstPartyObservation', 'ServiceAvailable', 'Factoid', 'Official', 'Advice']",1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,: Information on evacuation centres across NSW #NSWRFS #nswfires
148,390803461513949184,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Sentiment']",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Praying for everyone involved with the #nswfires #bushfires please be safe, stay alert and listen to emergency services."
149,390804275204337664,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'MultimediaShare', 'ContinuingNews', 'Sentiment']",0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,: Thank you to the thousands of firefighters who have so bravely fought fires in difficult conds. #NSWRFS #nswfires
150,390804891780022272,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Sentiment']",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,My heart goes out to those suffering the NSW fires tonight xx. Very grateful to be going to bed tonight listening to without that fear
151,390806238151196672,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Sentiment']",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,: Sydney skyline #Sydney #bushfire #reflectionsofglass
152,390809123815571457,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Sentiment']",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,: Just watching footage on sky news of the fires in Sydney! Bloody hell.. Looks pretty full on. Thoughts are with everyone …
153,390812311486992384,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Factoid', 'Sentiment']",0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,: The NSW Fire &amp; Rescue Service was set a $11M savings target by the O'Farrell government.
154,390813267787923456,australiaBushfire2013,australiaBushfire2013,['Irrelevant'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Flick on TEN now RT : coming back live with update before the end of the show #SydneyFires
155,390813351694983169,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Sentiment']",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Why isn't our superman PM fighting the NSW fires? He can for his claim ""volunteering"" as well. #auspol"
156,390815482389204992,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Factoid', 'ContinuingNews']",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,": Oh God!! RT“: Amazing photo of just one of the bush fires burning in NSW, #Australia ”"
157,390816526787305472,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'ContinuingNews']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,The fires in the Blue Mountains are burning over a very wide area. #NSWRFS
158,390819244683710464,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Sentiment']",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Best wishes to all in NSW tonight, stay safe! #nswfires"
159,390820553294381056,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'ContinuingNews']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sydney skyline from the fires. #nswfires #fires #nswrrfs #Sydneyfires #bushfires #Sydney
160,390821681566334976,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Advice', 'Sentiment']",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Def don't miss the bushfires. Hope everyone back home is safe #nswfires
161,390828023370350592,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Sentiment']",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"It’s 5° here, near Melbourne. If Australia is doing this on purpose, someone make it stop. RT : Australia does like to catch fire."
162,390841931682840577,australiaBushfire2013,australiaBushfire2013,"['FirstPartyObservation', 'Factoid', 'Official', 'ContinuingNews', 'Advice']",1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,IMPORTANT NUMBERS - NSW Rural Fire Service Information Line 1800 NSW RFS (1800 679 737) please contact that...
163,390846251819741184,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'ContinuingNews']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ash cloud covers Sydney as fires rage: Five major bush fires have threatened hundreds of homes in New South Wales
164,390851775713910784,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Sentiment']",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Thoughts and prayers with everyone who has been affected by the fires and hope they can stay strong in the upcoming days #nswfires
165,390858868261003264,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'MultimediaShare', 'Sentiment']",0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Australia bush fires menace New South Wales homes: Scores of bush fires blazing in Austra... #teamfollowback #jfb
166,390858910229200896,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'ContinuingNews', 'Sentiment']",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Australia bush fires menace New South Wales homes: Scores of bush fires blazing in Australia's New South Wales...
167,390872801777045505,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'ContinuingNews']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,: Crazy Smokey Skies over Sydney! Keep safe everyone out West. A Lot of fires about #bushfires
168,390875825840455680,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'ContinuingNews']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+: #Australia bush #fires blaze in New South Wales
169,390881991458947072,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Official']",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,: Striking image from my sister in Sydney #nswfires Seven major bushfires are burning across New South Wales.
170,390900383502966784,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'ContinuingNews']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#Australia #Wildfires: Nearly 100 Fires Rage Across New South Wales #climate
171,390907799028654080,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Factoid', 'ContinuingNews']",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,": The fire at Hank Street, Heatherbrae, has now been downgraded to a Watch and Act #nswfires #today9"
172,390917072638574592,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Factoid', 'ContinuingNews', 'Advice']",0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34 fires still uncontained across NSW. Please contact Public Info &amp; Inquiry line if you are concerned: 1800 227 228. #nswfires
173,390925016633970689,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Factoid', 'ContinuingNews', 'Advice']",0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,: 34 fires still uncontained across NSW. Please contact Public Info &amp; Inquiry line if you are concerned: 1800 227 228. #nsw…
174,390926883094675456,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Sentiment']",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,": Heartbreaking waking up to hearing about these bush fires in #NSW be safe everyone, in my prayers xx"
175,390931433914527744,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Factoid', 'ContinuingNews']",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Where the fuck is &amp; today to stand among these burnt homes &amp; spout climate denial bullshit. #nswfires
176,390937507291856897,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'ContinuingNews']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bush fires menace Australia homes
177,390938929156726784,australiaBushfire2013,australiaBushfire2013,"['FirstPartyObservation', 'MultimediaShare', 'ServiceAvailable', 'Factoid', 'ContinuingNews']",1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,": Fire near Bells Line Rd has burnt approx 24,000 hectares. 140km of fire edge. #NSWRFS #nswfires"
178,390941198283587584,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Factoid', 'Irrelevant']",0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Smell of Ash in Sydney is a reminder of how close we are to the fires . My family home burnt down in 1980 so understand the trauma#fires
179,390944021020807168,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Factoid', 'ContinuingNews']",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"So thankful to be back in Adelaide, the fires in Sydney are horrific and seeing them as we flew out showed the devastation first hand #sad"
180,390946906718732288,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'MultimediaShare', 'ServiceAvailable', 'Factoid', 'ContinuingNews']",0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,: Here's a NASA satellite photo showing the #nswfires #today9
181,390947024150872065,australiaBushfire2013,australiaBushfire2013,"['Donations', 'FirstPartyObservation', 'Factoid', 'ContinuingNews']",1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,": We have launched a Bushfire Relief Appeal to help those affected by #nswfires. If you'd like to donate, please visit"
182,390948165001572352,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Sentiment']",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Hang in there New South Wales. The rest of Australia is thinking of you. Stay safe. #nswbushfires
183,390951398839291904,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Sentiment']",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,": 95 fires burning in NSW, 34 out of control. Sen D Cameron: ""If I hear anyone in parliament say there's no climate change,…"
184,390966716416544768,australiaBushfire2013,australiaBushfire2013,"['FirstPartyObservation', 'Factoid', 'Official', 'ContinuingNews']",1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,": Infrared image from #Lithgow fire - fire is spotting ahead, very intense activity. #NSWRFS #nswfires"
185,390972248690946048,australiaBushfire2013,australiaBushfire2013,"['Donations', 'ThirdPartyObservation', 'Factoid', 'ContinuingNews']",0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,: Amazing generosity from giving $10000 to Joe &amp; his family after they lost everything in the #NSWfires. Su…
186,390974291321188352,australiaBushfire2013,australiaBushfire2013,"['Donations', 'Factoid', 'ContinuingNews']",0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,: QTIC's thoughts are with those families and businesses affected by #NSWfires. Financial donations go to the
187,390975423796224000,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Factoid', 'ContinuingNews']",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,: Here is the live blog of info re #nswfires and work throughout state
188,390977571262693376,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Sentiment']",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,: here is my response to the abuse you received about linking climate change to NSW fires.
189,390981576819245056,australiaBushfire2013,australiaBushfire2013,"['FirstPartyObservation', 'Factoid', 'Official', 'ContinuingNews']",1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Information on employment protections for NSW RFS members involved in the current fires #nswfires #NSWRFS
190,390981862044073984,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Factoid', 'ContinuingNews']",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,": A mix of MFB and CFA fire crews, equipment and personnel have been deployed to assist with the #nswfires"
191,390983174882226176,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Factoid', 'ContinuingNews']",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,: Information on employment protections for NSW RFS members involved in the current fires #nswfires #NSWRFS
192,390983552340213761,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'ContinuingNews', 'Sentiment']",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"An emotional Fire Commissioner, Shane Fitzsimmons, during that press conference...a sign of this devastation #nswfires"
193,390984659653255168,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Factoid', 'ContinuingNews']",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#bushfires 'Significant' number of homes lost as 100 wildfires rage across Australian state (from ) #nswfires
194,390984697393590272,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'MultimediaShare', 'Factoid', 'Official', 'ContinuingNews']",0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,: “ “ “: Smoke seen Williamtown Airport #nswfires #Newcastle ”” …
195,390985540469665792,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'ServiceAvailable', 'Factoid', 'ContinuingNews']",0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,We’re arranging mobile phones &amp; chargers for those affected by #NSWfires Available from the Penrith Telstra store &amp; soon in Lithgow
196,390990057709895680,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'ContinuingNews']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,: GALLERY: #NSW bushfire devastation in pictures: #nswfires
197,390990380667138048,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Sentiment']",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,": Our thoughts &amp; best wishes go out to anyone affected by fires across NSW, especially those on the Central Coast. Stay safe!"
198,390998945444286464,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'ContinuingNews']",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,: A Winmalee house thermometer melted due to the intensity of the flames. #nswfires
199,391001646571876352,australiaBushfire2013,australiaBushfire2013,"['ThirdPartyObservation', 'Sentiment']",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,: To all the men &amp; women out there today fighting the good fight in the worsening #nswbushfires thank you. Your bravery &amp;…
